AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
eu-west-3a,t2.large,Linux/UNIX,0.031700,2020-06-08T06:04:38+00:00
eu-west-3a,t3.large,Windows,0.055900,2020-06-08T04:05:29+00:00
eu-west-3a,c5d.4xlarge,Red Hat Enterprise Linux,0.372400,2020-06-08T04:05:18+00:00
eu-west-3a,c5d.4xlarge,SUSE Linux,0.342400,2020-06-08T04:05:18+00:00
eu-west-3a,c5d.4xlarge,Linux/UNIX,0.242400,2020-06-08T04:05:18+00:00
eu-west-3a,t3.large,Red Hat Enterprise Linux,0.088300,2020-06-08T04:05:17+00:00
eu-west-3a,t3.large,SUSE Linux,0.091300,2020-06-08T04:05:17+00:00
eu-west-3a,t3.large,Linux/UNIX,0.028300,2020-06-08T04:05:17+00:00
eu-west-3a,c5d.4xlarge,Windows,0.978400,2020-06-08T04:04:54+00:00
eu-west-3a,c5.metal,Windows,5.870400,2020-06-08T02:06:26+00:00
eu-west-3a,c5.metal,Red Hat Enterprise Linux,1.584400,2020-06-08T02:03:48+00:00
eu-west-3a,c5.metal,SUSE Linux,1.554400,2020-06-08T02:03:48+00:00
eu-west-3a,c5.metal,Linux/UNIX,1.454400,2020-06-08T02:03:48+00:00
eu-west-3a,c5d.xlarge,Red Hat Enterprise Linux,0.133700,2020-06-08T01:32:26+00:00
eu-west-3a,c5d.xlarge,SUSE Linux,0.173700,2020-06-08T01:32:26+00:00
eu-west-3a,c5d.xlarge,Linux/UNIX,0.073700,2020-06-08T01:32:26+00:00
eu-west-3a,t3a.small,Red Hat Enterprise Linux,0.066400,2020-06-08T01:13:31+00:00
eu-west-3a,t3a.small,SUSE Linux,0.037400,2020-06-08T01:13:31+00:00
eu-west-3a,t3a.small,Linux/UNIX,0.006400,2020-06-08T01:13:31+00:00
eu-west-3a,t3a.small,Windows,0.024800,2020-06-08T01:03:38+00:00
eu-west-3a,c5.2xlarge,Windows,0.489200,2020-06-07T23:40:01+00:00
eu-west-3a,m5d.2xlarge,Windows,0.495300,2020-06-07T23:20:29+00:00
eu-west-3a,c5.2xlarge,Red Hat Enterprise Linux,0.256400,2020-06-07T22:28:22+00:00
eu-west-3a,c5.2xlarge,SUSE Linux,0.226400,2020-06-07T22:28:22+00:00
eu-west-3a,c5.2xlarge,Linux/UNIX,0.126400,2020-06-07T22:28:22+00:00
eu-west-3a,c5.18xlarge,Red Hat Enterprise Linux,1.220800,2020-06-07T21:48:48+00:00
eu-west-3a,c5.18xlarge,SUSE Linux,1.190800,2020-06-07T21:48:48+00:00
eu-west-3a,c5.18xlarge,Linux/UNIX,1.090800,2020-06-07T21:48:48+00:00
eu-west-3a,c5.18xlarge,Windows,4.402800,2020-06-07T21:48:39+00:00
eu-west-3a,c5d.18xlarge,Windows,4.402800,2020-06-07T21:34:42+00:00
eu-west-3a,c5d.18xlarge,Red Hat Enterprise Linux,1.220800,2020-06-07T21:34:42+00:00
eu-west-3a,c5d.18xlarge,SUSE Linux,1.190800,2020-06-07T21:34:42+00:00
eu-west-3a,c5d.18xlarge,Linux/UNIX,1.090800,2020-06-07T21:34:42+00:00
eu-west-3a,t3a.nano,Windows,0.006200,2020-06-07T21:33:54+00:00
eu-west-3a,m5d.24xlarge,Windows,5.943100,2020-06-07T21:23:38+00:00
eu-west-3a,m5d.24xlarge,Red Hat Enterprise Linux,1.657100,2020-06-07T21:22:47+00:00
eu-west-3a,m5d.24xlarge,SUSE Linux,1.627100,2020-06-07T21:22:47+00:00
eu-west-3a,m5d.24xlarge,Linux/UNIX,1.527100,2020-06-07T21:22:47+00:00
eu-west-3a,t3a.medium,Red Hat Enterprise Linux,0.072800,2020-06-07T18:04:52+00:00
eu-west-3a,t3a.medium,SUSE Linux,0.075800,2020-06-07T18:04:52+00:00
eu-west-3a,t3a.medium,Linux/UNIX,0.012800,2020-06-07T18:04:52+00:00
eu-west-3a,m5d.16xlarge,Red Hat Enterprise Linux,1.148100,2020-06-07T18:04:38+00:00
eu-west-3a,m5d.16xlarge,SUSE Linux,1.118100,2020-06-07T18:04:38+00:00
eu-west-3a,m5d.16xlarge,Linux/UNIX,1.018100,2020-06-07T18:04:38+00:00
eu-west-3a,m5d.16xlarge,Windows,3.962100,2020-06-07T18:04:38+00:00
eu-west-3a,t3a.medium,Windows,0.031200,2020-06-07T18:04:26+00:00
eu-west-3a,m5d.large,Red Hat Enterprise Linux,0.091800,2020-06-07T17:10:59+00:00
